observation_id,material_id,state_id,property,result_kind,value_si,minimum_si,maximum_si,unit,basis,conditions,method,source_url,source_locator,original_value,original_unit,significant_figures
obs-482a4b0df6a9a7f82587,al-6061,al-6061-t4,tensile_yield_strength,lower_bound,110000000.0,,,Pa,minimum,"{""product_form"": ""extrusion""}",Not specified in the cited datasheet table,https://www.hydro.com/globalassets/01-products--services/extruded-profiles/americas/ena-resources/alloy-data-sheets/hydro_2019_data_sheet_6061.pdf,"Page 2, table “6061 Extruded Mechanical and Physical Property Limits”, T4 minimum yield strength",110,MPa,2
obs-1ba45f5693d201aaf921,al-6061,al-6061-t4,thermal_conductivity,point,155.0,,,W/(m*K),typical,"{""product_form"": ""extrusion"", ""temperature_K"": 298.15}",Not specified in the cited datasheet table,https://www.hydro.com/globalassets/01-products--services/extruded-profiles/americas/ena-resources/alloy-data-sheets/hydro_2019_data_sheet_6061.pdf,"Page 2, table “6061 Extruded Mechanical and Physical Property Limits”, T4 typical thermal conductivity",155,W/(m·K),3
obs-4acacc882e3dbe3c39ed,al-6061,,density,point,2712.630661599906,,,kg/m^3,typical,{},Not specified in the cited datasheet table,https://www.hydro.com/globalassets/01-products--services/extruded-profiles/americas/ena-resources/alloy-data-sheets/hydro_2019_data_sheet_6061.pdf,"Page 2, alloy-wide density above the chemical composition table: 0.098 lb/in³; no temper specified",0.098,lb/in³,2
obs-fd562a821429c26c2fac,al-6061,al-6061-t6,tensile_yield_strength,lower_bound,240000000.0,,,Pa,minimum,"{""product_form"": ""extrusion""}",Not specified in the cited datasheet table,https://www.hydro.com/globalassets/01-products--services/extruded-profiles/americas/ena-resources/alloy-data-sheets/hydro_2019_data_sheet_6061.pdf,"Page 2, table “6061 Extruded Mechanical and Physical Property Limits”, T6 minimum yield strength",240,MPa,2
obs-ce45c34ba6b45ffacc57,al-6061,al-6061-t6,thermal_conductivity,point,167.0,,,W/(m*K),typical,"{""product_form"": ""extrusion"", ""temperature_K"": 298.15}",Not specified in the cited datasheet table,https://www.hydro.com/globalassets/01-products--services/extruded-profiles/americas/ena-resources/alloy-data-sheets/hydro_2019_data_sheet_6061.pdf,"Page 2, table “6061 Extruded Mechanical and Physical Property Limits”, T6 typical thermal conductivity",167,W/(m·K),3
obs-c9de5547ad8d4c0a7438,tecaran-abs-grey,,density,point,1040.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 1 (TECARAN ABS grey), row Density",1.04,g/cm³,3
obs-ad26df2567f44dfee560,tecaran-abs-grey,,youngs_modulus,point,1700000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 1 (TECARAN ABS grey), row Modulus of elasticity (tensile test)","1,700",MPa,4
obs-d25ead22f83541fbfc4a,tecaran-abs-grey,,ultimate_tensile_strength,point,32000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 1 (TECARAN ABS grey), row Tensile strength",32,MPa,2
obs-f83647f4042456b738d7,tecaran-abs-grey,,tensile_yield_strength,point,32000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 1 (TECARAN ABS grey), row Tensile strength at yield",32,MPa,2
obs-78eeecbcbb379a3dfc80,tecaran-abs-grey,,elongation_at_break,point,0.49,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 1 (TECARAN ABS grey), row Elongation at break",49,%,2
obs-5f25d58b3442d936df1c,tecaran-abs-grey,,flexural_strength,point,49000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 1 (TECARAN ABS grey), row Flexural strength",49,MPa,2
obs-d0e1b91a3c656cacf640,tecanyl-mt-coloured,,density,interval,,1040.0,1100.0,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 2 (TECANYL MT coloured), row Density",1.04 – 1.10,g/cm³,3
obs-be1a3ae6d94429701888,tecanyl-mt-coloured,,youngs_modulus,point,2400000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 2 (TECANYL MT coloured), row Modulus of elasticity (tensile test)","2,400",MPa,4
obs-6d78ad726142bdd23b9b,tecanyl-mt-coloured,,ultimate_tensile_strength,point,65000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 2 (TECANYL MT coloured), row Tensile strength",65,MPa,2
obs-9153f722842e0615f81b,tecanyl-mt-coloured,,tensile_yield_strength,point,67000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 2 (TECANYL MT coloured), row Tensile strength at yield",67,MPa,2
obs-f17daa1912cb64d79b3a,tecanyl-mt-coloured,,elongation_at_break,point,0.08,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 2 (TECANYL MT coloured), row Elongation at break",8,%,1
obs-8329624356ce48698cb4,tecanyl-mt-coloured,,thermal_conductivity,point,0.21,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 2 (TECANYL MT coloured), row Thermal conductivity",0.21,W/(m·K),2
obs-901de54c1081329ffa06,tecanyl-mt-coloured,,flexural_strength,point,95000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 2 (TECANYL MT coloured), row Flexural strength",95,MPa,2
obs-0b00c296d510824baca0,tecanyl-gf30,,density,point,1300.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 3 (TECANYL GF30), row Density",1.3,g/cm³,2
obs-e10b65501a2d38d4df35,tecanyl-gf30,,youngs_modulus,point,4100000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 3 (TECANYL GF30), row Modulus of elasticity (tensile test)","4,100",MPa,4
obs-1cc822549376c9f8f15a,tecanyl-gf30,,ultimate_tensile_strength,point,73000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 3 (TECANYL GF30), row Tensile strength",73,MPa,2
obs-5c851aa28997053b97f2,tecanyl-gf30,,tensile_yield_strength,point,73000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 3 (TECANYL GF30), row Tensile strength at yield",73,MPa,2
obs-89bf39e016d0998a98a3,tecanyl-gf30,,elongation_at_break,point,0.05,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 3 (TECANYL GF30), row Elongation at break",5,%,1
obs-44362c0afd787a34bf01,tecanyl-gf30,,thermal_conductivity,point,0.28,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 3 (TECANYL GF30), row Thermal conductivity",0.28,W/(m·K),2
obs-92cfd8b9c4a30eb26a02,tecanyl-gf30,,flexural_strength,point,116000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 3 (TECANYL GF30), row Flexural strength",116,MPa,3
obs-9113247ccc20fd3b54cb,tecanyl-731-grey,,density,point,1100.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 4 (TECANYL 731 grey), row Density",1.1,g/cm³,2
obs-c41657a4c822ed9f29fc,tecanyl-731-grey,,youngs_modulus,point,2400000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 4 (TECANYL 731 grey), row Modulus of elasticity (tensile test)","2,400",MPa,4
obs-5afbfc80b3d8cafe06f9,tecanyl-731-grey,,ultimate_tensile_strength,point,57000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 4 (TECANYL 731 grey), row Tensile strength",57,MPa,2
obs-d0e1453036596d4c96f7,tecanyl-731-grey,,tensile_yield_strength,point,57000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 4 (TECANYL 731 grey), row Tensile strength at yield",57,MPa,2
obs-0d13518861a4afc60639,tecanyl-731-grey,,elongation_at_break,point,0.22,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 4 (TECANYL 731 grey), row Elongation at break",22,%,2
obs-afbfa0ede9124bcf7c41,tecanyl-731-grey,,thermal_conductivity,point,0.21,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 4 (TECANYL 731 grey), row Thermal conductivity",0.21,W/(m·K),2
obs-9110c9fb9378c2c84b51,tecanyl-731-grey,,flexural_strength,point,85000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 4 (TECANYL 731 grey), row Flexural strength",85,MPa,2
obs-68f5f66d683ffac64e5e,tecafine-pmp,,density,point,830.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 5 (TECAFINE PMP), row Density",0.83,g/cm³,2
obs-7fb6dbf786c1dff49e25,tecafine-pmp,,youngs_modulus,point,1000000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 5 (TECAFINE PMP), row Modulus of elasticity (tensile test)","1,000",MPa,4
obs-bce320ad3d6f5795424f,tecafine-pmp,,ultimate_tensile_strength,point,26000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 5 (TECAFINE PMP), row Tensile strength",26,MPa,2
obs-79d38f4f0150afb1dc63,tecafine-pmp,,tensile_yield_strength,point,26000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 5 (TECAFINE PMP), row Tensile strength at yield",26,MPa,2
obs-e796da12f7af929e0b20,tecafine-pmp,,elongation_at_break,point,0.67,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 5 (TECAFINE PMP), row Elongation at break",67,%,2
obs-3e1421c15c773b677c1f,tecafine-pmp,,flexural_strength,point,31000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 5 (TECAFINE PMP), row Flexural strength",31,MPa,2
obs-fa753e0e66227b0e8cef,tecapro-mt,,density,point,930.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 6 (TECAPRO MT), row Density",0.93,g/cm³,2
obs-ce8501443cc89e1160d4,tecapro-mt,,youngs_modulus,point,2000000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 6 (TECAPRO MT), row Modulus of elasticity (tensile test)","2,000",MPa,4
obs-4d096e2a405916d15f12,tecapro-mt,,ultimate_tensile_strength,point,34000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 6 (TECAPRO MT), row Tensile strength",34,MPa,2
obs-cd9648df82c4c6e4e43d,tecapro-mt,,tensile_yield_strength,point,34000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 6 (TECAPRO MT), row Tensile strength at yield",34,MPa,2
obs-b1290da5ec2297a14641,tecapro-mt,,elongation_at_break,point,0.67,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 6 (TECAPRO MT), row Elongation at break",67,%,2
obs-ac5416bf46cdb6a9af9c,tecapro-mt,,flexural_strength,point,54000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 6 (TECAPRO MT), row Flexural strength",54,MPa,2
obs-be60646c0de3ba72c818,tecaform-ah-natural,,density,point,1410.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 7 (TECAFORM AH natural), row Density",1.41,g/cm³,3
obs-e9a3fc924aadf35cdd15,tecaform-ah-natural,,youngs_modulus,point,2800000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 7 (TECAFORM AH natural), row Modulus of elasticity (tensile test)","2,800",MPa,4
obs-cb07983115d764d31b42,tecaform-ah-natural,,ultimate_tensile_strength,point,67000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 7 (TECAFORM AH natural), row Tensile strength",67,MPa,2
obs-eb2aa55fa6e27ee0d18b,tecaform-ah-natural,,tensile_yield_strength,point,67000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 7 (TECAFORM AH natural), row Tensile strength at yield",67,MPa,2
obs-524fda91c8b3b85c1a89,tecaform-ah-natural,,elongation_at_break,point,0.32,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 7 (TECAFORM AH natural), row Elongation at break",32,%,2
obs-d981ce28a7fac3b35c53,tecaform-ah-natural,,thermal_conductivity,point,0.39,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 7 (TECAFORM AH natural), row Thermal conductivity",0.39,W/(m·K),2
obs-3da47c7aa6455fd36a3d,tecaform-ah-natural,,flexural_strength,point,91000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 7 (TECAFORM AH natural), row Flexural strength",91,MPa,2
obs-9caef868bf7001593d93,tecaform-ah-gf25,,density,point,1590.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 9 (TECAFORM AH GF25), row Density",1.59,g/cm³,3
obs-983d8f8da4e8df514686,tecaform-ah-gf25,,youngs_modulus,point,4200000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 9 (TECAFORM AH GF25), row Modulus of elasticity (tensile test)","4,200",MPa,4
obs-6b6c95e52aee2c349f6a,tecaform-ah-gf25,,ultimate_tensile_strength,point,51000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 9 (TECAFORM AH GF25), row Tensile strength",51,MPa,2
obs-08dc28e84f0cc86c3252,tecaform-ah-gf25,,tensile_yield_strength,point,51000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 9 (TECAFORM AH GF25), row Tensile strength at yield",51,MPa,2
obs-7cc0ff64ac6b78ff26fa,tecaform-ah-gf25,,elongation_at_break,point,0.12,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 9 (TECAFORM AH GF25), row Elongation at break",12,%,2
obs-833ae1e750b75023f6a5,tecaform-ah-gf25,,thermal_conductivity,point,0.47,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 9 (TECAFORM AH GF25), row Thermal conductivity",0.47,W/(m·K),2
obs-77776f78b2e79700f9d3,tecaform-ah-gf25,,flexural_strength,point,88000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 9 (TECAFORM AH GF25), row Flexural strength",88,MPa,2
obs-9d39f6caa499d61f88bc,tecaform-ah-els,,density,point,1410.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 10 (TECAFORM AH ELS), row Density",1.41,g/cm³,3
obs-0f58c594f34b44cc55f2,tecaform-ah-els,,youngs_modulus,point,1800000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 10 (TECAFORM AH ELS), row Modulus of elasticity (tensile test)","1,800",MPa,4
obs-60d550b3eb5ed2c8803a,tecaform-ah-els,,ultimate_tensile_strength,point,42000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 10 (TECAFORM AH ELS), row Tensile strength",42,MPa,2
obs-92f1a51e7834e9b1a682,tecaform-ah-els,,tensile_yield_strength,point,42000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 10 (TECAFORM AH ELS), row Tensile strength at yield",42,MPa,2
obs-181c80c5f2a4fead08fb,tecaform-ah-els,,elongation_at_break,point,0.11,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 10 (TECAFORM AH ELS), row Elongation at break",11,%,2
obs-340801bbc9214bcacb50,tecaform-ah-els,,thermal_conductivity,point,0.46,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 10 (TECAFORM AH ELS), row Thermal conductivity",0.46,W/(m·K),2
obs-acb56072c55208c59b89,tecaform-ah-els,,flexural_strength,point,56000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 88, Material standard values, column 10 (TECAFORM AH ELS), row Flexural strength",56,MPa,2
obs-f318c654fef9e8ca52cd,tecaform-ah-sd,,density,point,1350.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 89, Material standard values, column 1 (TECAFORM AH SD), row Density",1.35,g/cm³,3
obs-ef0c8316a1c55c6c1955,tecaform-ah-sd,,youngs_modulus,point,1300000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 89, Material standard values, column 1 (TECAFORM AH SD), row Modulus of elasticity (tensile test)","1,300",MPa,4
obs-a78e35ba731c734724dc,tecaform-ah-sd,,ultimate_tensile_strength,point,39000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 89, Material standard values, column 1 (TECAFORM AH SD), row Tensile strength",39,MPa,2
obs-91ce479003bc8adf3105,tecaform-ah-sd,,tensile_yield_strength,point,39000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 89, Material standard values, column 1 (TECAFORM AH SD), row Tensile strength at yield",39,MPa,2
obs-889cfd36f6375b3b1457,tecaform-ah-sd,,elongation_at_break,point,0.23,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 89, Material standard values, column 1 (TECAFORM AH SD), row Elongation at break",23,%,2
obs-e6fb3b8ab14aa742ecfd,tecaform-ah-sd,,thermal_conductivity,point,0.3,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 89, Material standard values, column 1 (TECAFORM AH SD), row Thermal conductivity",0.30,W/(m·K),2
