observation_id,material_id,state_id,property,result_kind,value_si,minimum_si,maximum_si,unit,basis,conditions,method,source_url,source_locator,original_value,original_unit,significant_figures
obs-e6841d4e061486354b9f,tecamid-66-la,,youngs_modulus,point,3100000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 5 (TECAMID 66 LA), row Modulus of elasticity (tensile test)","3,100",MPa,4
obs-73546f7b0989c3d83813,tecamid-66-la,,ultimate_tensile_strength,point,76000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 5 (TECAMID 66 LA), row Tensile strength",76,MPa,2
obs-b0e376535bb4e29bdcf5,tecamid-66-la,,tensile_yield_strength,point,76000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 5 (TECAMID 66 LA), row Tensile strength at yield",76,MPa,2
obs-ab8c3e58f2d7507defcc,tecamid-66-la,,elongation_at_break,point,0.14,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 5 (TECAMID 66 LA), row Elongation at break",14,%,2
obs-73004fa697ccf7549fb7,tecamid-66-la,,thermal_conductivity,point,0.36,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 5 (TECAMID 66 LA), row Thermal conductivity",0.36,W/(m·K),2
obs-e07a7b39b86fddc1f876,tecamid-66-la,,flexural_strength,point,102000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 5 (TECAMID 66 LA), row Flexural strength",102,MPa,3
obs-0bb134401e2328f4109d,tecamid-66-x-gf50,,density,point,1610.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 6 (TECAMID 66/X GF50), row Density",1.61,g/cm³,3
obs-48529e132cf77c66b2ce,tecamid-66-x-gf50,,youngs_modulus,point,8700000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 6 (TECAMID 66/X GF50), row Modulus of elasticity (tensile test)","8,700",MPa,4
obs-9ee7412aa9dfe5c89b8d,tecamid-66-x-gf50,,ultimate_tensile_strength,point,115000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 6 (TECAMID 66/X GF50), row Tensile strength",115,MPa,3
obs-aab7e7e634064fd8eb59,tecamid-66-x-gf50,,tensile_yield_strength,point,115000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 6 (TECAMID 66/X GF50), row Tensile strength at yield",115,MPa,3
obs-cd957e7d8fdf825e8ca1,tecamid-66-x-gf50,,elongation_at_break,point,0.02,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 6 (TECAMID 66/X GF50), row Elongation at break",2,%,1
obs-4df8af22570455539cc9,tecamid-66-x-gf50,,flexural_strength,point,200000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 6 (TECAMID 66/X GF50), row Flexural strength",200,MPa,3
obs-27bafbe847d440b31554,tecamid-46-redbrown,,density,point,1190.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 7 (TECAMID 46 redbrown), row Density",1.19,g/cm³,3
obs-a3f0499156803f369bc0,tecamid-46-redbrown,,youngs_modulus,point,3300000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 7 (TECAMID 46 redbrown), row Modulus of elasticity (tensile test)","3,300",MPa,4
obs-01b4c3dcd4db683db146,tecamid-46-redbrown,,ultimate_tensile_strength,point,106000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 7 (TECAMID 46 redbrown), row Tensile strength",106,MPa,3
obs-6fbf0756ea8c8ed3c0c2,tecamid-46-redbrown,,tensile_yield_strength,point,106000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 7 (TECAMID 46 redbrown), row Tensile strength at yield",106,MPa,3
obs-ec9b5e10bb2f1f815e05,tecamid-46-redbrown,,elongation_at_break,point,0.32,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 7 (TECAMID 46 redbrown), row Elongation at break",32,%,2
obs-583c547392adb1f65320,tecamid-46-redbrown,,thermal_conductivity,point,0.37,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 7 (TECAMID 46 redbrown), row Thermal conductivity",0.37,W/(m·K),2
obs-dd7e09bb11cf2be540a3,tecamid-46-redbrown,,flexural_strength,point,132000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 7 (TECAMID 46 redbrown), row Flexural strength",132,MPa,3
obs-3823d3752ba509dd6253,tecamid-12,,density,point,1020.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 8 (TECAMID 12), row Density",1.02,g/cm³,3
obs-bb36288526eef8918630,tecamid-12,,youngs_modulus,point,1800000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 8 (TECAMID 12), row Modulus of elasticity (tensile test)","1,800",MPa,4
obs-f665eea0a767bb7d6a24,tecamid-12,,ultimate_tensile_strength,point,53000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 8 (TECAMID 12), row Tensile strength",53,MPa,2
obs-a4353907e33dad7ff75c,tecamid-12,,tensile_yield_strength,point,54000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 8 (TECAMID 12), row Tensile strength at yield",54,MPa,2
obs-4ee9ac415d83f0ab2fbc,tecamid-12,,elongation_at_break,point,2.0,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 8 (TECAMID 12), row Elongation at break",200,%,3
obs-fc24af25c8a354afda12,tecamid-12,,thermal_conductivity,point,0.3,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 8 (TECAMID 12), row Thermal conductivity",0.30,W/(m·K),2
obs-b35bd1d25b1ee712a9f5,tecamid-12,,flexural_strength,point,68000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 8 (TECAMID 12), row Flexural strength",68,MPa,2
obs-87e00e160919f4606930,tecapet,,density,point,1360.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 9 (TECAPET), row Density",1.36,g/cm³,3
obs-3c630f427fe8f67e3883,tecapet,,youngs_modulus,point,3100000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 9 (TECAPET), row Modulus of elasticity (tensile test)","3,100",MPa,4
obs-71db7844ce19658f648f,tecapet,,ultimate_tensile_strength,point,79000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 9 (TECAPET), row Tensile strength",79,MPa,2
obs-626334923ea9dbf32f47,tecapet,,tensile_yield_strength,point,79000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 9 (TECAPET), row Tensile strength at yield",79,MPa,2
obs-e39c126b41a78ffea3f8,tecapet,,elongation_at_break,point,0.1,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 9 (TECAPET), row Elongation at break",10,%,2
obs-712f7694703c5a67c3c5,tecapet,,flexural_strength,point,121000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 91, Material standard values, column 9 (TECAPET), row Flexural strength",121,MPa,3
obs-65484fbb03e270afa458,tecapet-tf,,density,point,1430.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 1 (TECAPET TF), row Density",1.43,g/cm³,3
obs-e0071d31927bbf52b6d2,tecapet-tf,,youngs_modulus,point,3200000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 1 (TECAPET TF), row Modulus of elasticity (tensile test)","3,200",MPa,4
obs-1e7d3157cd3c46691412,tecapet-tf,,ultimate_tensile_strength,point,78000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 1 (TECAPET TF), row Tensile strength",78,MPa,2
obs-19ed7f4b0f77da537a9a,tecapet-tf,,tensile_yield_strength,point,78000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 1 (TECAPET TF), row Tensile strength at yield",78,MPa,2
obs-11c5ba82e7f32c4c3bd4,tecapet-tf,,elongation_at_break,point,0.06,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 1 (TECAPET TF), row Elongation at break",6,%,1
obs-1994ca273da1e7f4ff59,tecapet-tf,,flexural_strength,point,119000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 1 (TECAPET TF), row Flexural strength",119,MPa,3
obs-a5029ced468cd704ba0f,tecadur-pet,,density,point,1390.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 2 (TECADUR PET), row Density",1.39,g/cm³,3
obs-6535a1cce32fe86a7bb3,tecadur-pet,,youngs_modulus,point,3300000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 2 (TECADUR PET), row Modulus of elasticity (tensile test)","3,300",MPa,4
obs-686e6f7a95b916bcfb8b,tecadur-pet,,ultimate_tensile_strength,point,91000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 2 (TECADUR PET), row Tensile strength",91,MPa,2
obs-6039d2f8cc6a74a312e7,tecadur-pet,,tensile_yield_strength,point,91000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 2 (TECADUR PET), row Tensile strength at yield",91,MPa,2
obs-0c4e13425e238578e845,tecadur-pet,,elongation_at_break,point,0.14,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 2 (TECADUR PET), row Elongation at break",14,%,2
obs-62a46e2dc68c2bbfe084,tecadur-pet,,flexural_strength,point,134000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 2 (TECADUR PET), row Flexural strength",134,MPa,3
obs-0fd5b787ec05a5b8ed62,tecadur-pbt-gf30,,density,point,1460.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 3 (TECADUR PBT GF30), row Density",1.46,g/cm³,3
obs-a8c970b042021a8b51f5,tecadur-pbt-gf30,,youngs_modulus,point,3400000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 3 (TECADUR PBT GF30), row Modulus of elasticity (tensile test)","3,400",MPa,4
obs-749a2330a986b7e30ab7,tecadur-pbt-gf30,,ultimate_tensile_strength,point,46000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 3 (TECADUR PBT GF30), row Tensile strength",46,MPa,2
obs-450e56931e5a6aba727e,tecadur-pbt-gf30,,tensile_yield_strength,point,46000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 3 (TECADUR PBT GF30), row Tensile strength at yield",46,MPa,2
obs-3a561bf08beca42fbb7e,tecadur-pbt-gf30,,elongation_at_break,point,0.06,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 3 (TECADUR PBT GF30), row Elongation at break",6,%,1
obs-582c4e1c18477914139a,tecadur-pbt-gf30,,thermal_conductivity,point,0.33,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 3 (TECADUR PBT GF30), row Thermal conductivity",0.33,W/(m·K),2
obs-f13349794c0330466031,tecadur-pbt-gf30,,flexural_strength,point,78000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 3 (TECADUR PBT GF30), row Flexural strength",78,MPa,2
obs-62dbcbb77f5ec1b5726e,tecanat,,density,point,1190.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 4 (TECANAT), row Density",1.19,g/cm³,3
obs-104aefbdc20f663be2f8,tecanat,,youngs_modulus,point,2200000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 4 (TECANAT), row Modulus of elasticity (tensile test)","2,200",MPa,4
obs-e13bd836feeb2740f43c,tecanat,,ultimate_tensile_strength,point,69000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 4 (TECANAT), row Tensile strength",69,MPa,2
obs-5eb6fdeee9265af1cc88,tecanat,,tensile_yield_strength,point,69000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 4 (TECANAT), row Tensile strength at yield",69,MPa,2
obs-7a9e1605e34b4f77f440,tecanat,,elongation_at_break,point,0.9,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 4 (TECANAT), row Elongation at break",90,%,2
obs-58172d0c5184baef4762,tecanat,,thermal_conductivity,point,0.25,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 4 (TECANAT), row Thermal conductivity",0.25,W/(m·K),2
obs-c5e8ff6e94f11bfe9353,tecanat,,flexural_strength,point,97000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 4 (TECANAT), row Flexural strength",97,MPa,2
obs-0fcebb4cbe253bcc9e49,tecanat-gf30,,density,point,1420.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 5 (TECANAT GF30), row Density",1.42,g/cm³,3
obs-66a0a7a65a6ae28ff199,tecanat-gf30,,youngs_modulus,point,4400000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 5 (TECANAT GF30), row Modulus of elasticity (tensile test)","4,400",MPa,4
obs-80470019191755a513d8,tecanat-gf30,,ultimate_tensile_strength,point,85000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 5 (TECANAT GF30), row Tensile strength",85,MPa,2
obs-138d0b44cf7c2655c9d9,tecanat-gf30,,tensile_yield_strength,point,87000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 5 (TECANAT GF30), row Tensile strength at yield",87,MPa,2
obs-ad14a07761bbbb64cc9d,tecanat-gf30,,elongation_at_break,point,0.06,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 5 (TECANAT GF30), row Elongation at break",6,%,1
obs-df941f7a2b7f44c85c94,tecanat-gf30,,thermal_conductivity,point,0.32,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 5 (TECANAT GF30), row Thermal conductivity",0.32,W/(m·K),2
obs-101638479a521386f89c,tecanat-gf30,,flexural_strength,point,138000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 5 (TECANAT GF30), row Flexural strength",138,MPa,3
obs-cfc2be1fb28fa818b7af,tecaflon-pvdf,,density,point,1780.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 6 (TECAFLON PVDF), row Density",1.78,g/cm³,3
obs-453ea8266edb9e214d39,tecaflon-pvdf,,youngs_modulus,point,2200000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 6 (TECAFLON PVDF), row Modulus of elasticity (tensile test)","2,200",MPa,4
obs-30300380013a8911ddfc,tecaflon-pvdf,,ultimate_tensile_strength,point,62000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 6 (TECAFLON PVDF), row Tensile strength",62,MPa,2
obs-a5fb3595cac60510fbc9,tecaflon-pvdf,,tensile_yield_strength,point,62000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 6 (TECAFLON PVDF), row Tensile strength at yield",62,MPa,2
obs-992e073c344b6163ad0e,tecaflon-pvdf,,elongation_at_break,point,0.17,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 6 (TECAFLON PVDF), row Elongation at break",17,%,2
obs-708bfca73525c65c7123,tecaflon-pvdf,,thermal_conductivity,point,0.25,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 22007-4:2008,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 6 (TECAFLON PVDF), row Thermal conductivity",0.25,W/(m·K),2
obs-ca7fe1733a6a29d76510,tecaflon-pvdf,,flexural_strength,point,77000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 6 (TECAFLON PVDF), row Flexural strength",77,MPa,2
obs-bc5403f20190d0de0efe,tecason-s,,density,point,1240.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 92, Material standard values, column 7 (TECASON S), row Density",1.24,g/cm³,3
